sessionId,stationId,userPreviousSessions,distanceKm,durationMin,durationInTrafficMin,energyNominalKwh,energyNeededKwh,chargingPoints,temperatureC,windSpeedMs,windDirectionDeg,cost,roadTrafficCondition,congestionLevel,payAtLocation,operator,connectionType,currentType,selected
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac008533,40,6.3,10.0,10.0,0.864,1.209,1.0,13.6,3.61,184.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac008684,40,6.1,13.0,13.0,0.374,0.524,1.0,13.6,3.61,184.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac008685,40,6.0,12.0,12.0,0.368,0.515,1.0,13.6,3.61,184.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a8e6bbc204c0d3d71ab0a0a,674f98013dc8e5d2ac00873b,40,3.0,8.0,8.0,0.139,0.194,2.0,13.6,3.61,184.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a8e6bbc204c0d3d71ab0a0a,674f98013dc8e5d2ac0087cf,40,8.8,15.0,15.0,0.609,0.853,1.0,13.6,3.61,184.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a8e6bbc204c0d3d71ab0a0a,674f98013dc8e5d2ac008883,40,8.2,15.0,15.0,0.648,0.907,2.0,13.6,3.61,184.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac00868b,41,1.7,5.0,5.0,0.198,0.277,4.0,22.7,5.15,8.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac0083e4,41,4.9,9.0,9.0,0.528,0.739,1.0,22.7,5.15,8.0,,light,unknown,unknown,unknown,unknown,unknown,0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac00843c,41,7.8,16.0,16.0,0.687,0.961,1.0,22.7,5.15,8.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac008478,41,2.6,8.0,8.0,0.14,0.196,1.0,22.7,5.15,8.0,,light,unknown,unknown,unknown,chademo,unknown,0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac008533,41,5.9,10.0,10.0,0.866,1.212,1.0,22.7,5.15,8.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac008684,41,5.7,13.0,13.0,0.369,0.517,1.0,22.7,5.15,8.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa60dfea35ccb7d5b6e330a,674f97ff3dc8e5d2ac008685,41,5.6,12.0,12.0,0.365,0.511,1.0,22.7,5.15,8.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa60dfea35ccb7d5b6e330a,674f98013dc8e5d2ac00873b,41,2.6,8.0,8.0,0.14,0.196,2.0,22.7,5.15,8.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6aa60dfea35ccb7d5b6e330a,674f98013dc8e5d2ac0087cf,41,8.4,15.0,14.0,0.575,0.806,1.0,22.7,5.15,8.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6aa60dfea35ccb7d5b6e330a,674f98013dc8e5d2ac008883,41,7.8,15.0,15.0,0.685,0.96,2.0,22.7,5.15,8.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6aa6111735f06c2782da647c,674f98013dc8e5d2ac00873b,42,2.6,8.0,8.0,0.14,0.196,2.0,22.6,5.28,7.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,1
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac0083e4,42,4.9,9.0,9.0,0.529,0.741,1.0,22.6,5.28,7.0,,light,unknown,unknown,unknown,unknown,unknown,0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac00843c,42,7.8,16.0,16.0,0.689,0.964,1.0,22.6,5.28,7.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac008478,42,2.6,8.0,8.0,0.14,0.196,1.0,22.6,5.28,7.0,,light,unknown,unknown,unknown,chademo,unknown,0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac008533,42,5.9,10.0,10.0,0.865,1.211,1.0,22.6,5.28,7.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac008684,42,5.7,13.0,13.0,0.37,0.517,1.0,22.6,5.28,7.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac008685,42,5.6,12.0,12.0,0.366,0.512,1.0,22.6,5.28,7.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa6111735f06c2782da647c,674f97ff3dc8e5d2ac00868b,42,1.7,5.0,5.0,0.198,0.277,4.0,22.6,5.28,7.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa6111735f06c2782da647c,674f98013dc8e5d2ac0087cf,42,8.4,15.0,14.0,0.575,0.806,1.0,22.6,5.28,7.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6aa6111735f06c2782da647c,674f98013dc8e5d2ac008883,42,7.8,15.0,15.0,0.688,0.963,2.0,22.6,5.28,7.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6aa61a5bad0875cf26f3a144,674f98013dc8e5d2ac00873b,43,2.6,8.0,8.0,0.141,0.198,2.0,22.6,5.1,1.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,1
6aa61a5bad0875cf26f3a144,674f97ff3dc8e5d2ac0083e4,43,4.9,9.0,9.0,0.531,0.743,1.0,22.6,5.1,1.0,,light,unknown,unknown,unknown,unknown,unknown,0
6aa61a5bad0875cf26f3a144,674f97ff3dc8e5d2ac00843c,43,7.8,16.0,15.0,0.701,0.981,1.0,22.6,5.1,1.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6aa61a5bad0875cf26f3a144,674f97ff3dc8e5d2ac008478,43,2.6,8.0,8.0,0.141,0.198,1.0,22.6,5.1,1.0,,light,unknown,unknown,unknown,chademo,unknown,0
6aa61a5bad0875cf26f3a144,674f97ff3dc8e5d2ac008533,43,5.9,10.0,10.0,0.866,1.212,1.0,22.6,5.1,1.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6aa61a5bad0875cf26f3a144,674f97ff3dc8e5d2ac008684,43,5.7,13.0,12.0,0.374,0.523,1.0,22.6,5.1,1.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa61a5bad0875cf26f3a144,674f97ff3dc8e5d2ac008685,43,5.6,12.0,12.0,0.37,0.518,1.0,22.6,5.1,1.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa61a5bad0875cf26f3a144,674f97ff3dc8e5d2ac00868b,43,1.7,5.0,5.0,0.197,0.276,4.0,22.6,5.1,1.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6aa61a5bad0875cf26f3a144,674f98013dc8e5d2ac0087cf,43,8.4,15.0,14.0,0.582,0.815,1.0,22.6,5.1,1.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6aa61a5bad0875cf26f3a144,674f98013dc8e5d2ac008883,43,7.8,15.0,15.0,0.69,0.966,2.0,22.6,5.1,1.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
