sessionId,stationId,userPreviousSessions,distanceKm,durationMin,durationInTrafficMin,energyNominalKwh,energyNeededKwh,chargingPoints,temperatureC,windSpeedMs,windDirectionDeg,cost,roadTrafficCondition,congestionLevel,payAtLocation,operator,connectionType,currentType,selected
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac008533,25,8.2,14.0,14.0,1.321,1.849,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac008601,25,7.9,11.0,12.0,0.618,0.866,6.0,16.8,4.87,19.0,0.78,light,unknown,no,tesla (including non-tesla),ccs (type 2),dc,0
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac008684,25,10.5,16.0,18.0,1.068,1.495,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a9eef17427d6b923e756,674f97ff3dc8e5d2ac008685,25,10.4,16.0,18.0,1.037,1.452,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76a9eef17427d6b923e756,674f98013dc8e5d2ac00873b,25,10.9,16.0,17.0,1.193,1.671,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76aa2ff17427d6b9240f80,674f98013dc8e5d2ac0087cf,26,12.9,19.0,21.0,1.412,1.977,1.0,17.0,5.42,18.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76aa2ff17427d6b9240f80,674f97ff3dc8e5d2ac008355,26,9.3,14.0,15.0,1.018,1.426,4.0,17.0,5.42,18.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa2ff17427d6b9240f80,674f97ff3dc8e5d2ac0083c9,26,8.4,12.0,13.0,0.966,1.352,2.0,17.0,5.42,18.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa2ff17427d6b9240f80,674f97ff3dc8e5d2ac008601,26,3.4,6.0,7.0,0.335,0.469,6.0,17.0,5.42,18.0,0.78,light,unknown,no,tesla (including non-tesla),ccs (type 2),dc,0
6a76aa77f17427d6b9244524,674f98013dc8e5d2ac0087cf,27,3.2,6.0,6.0,0.222,0.311,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac008355,27,2.4,8.0,8.0,0.208,0.292,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac0083c9,27,3.9,9.0,8.0,0.278,0.389,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac0083e4,27,9.7,15.0,15.0,1.058,1.481,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac008478,27,6.9,10.0,11.0,0.743,1.04,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac008533,27,5.5,9.0,9.0,0.978,1.37,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac008684,27,6.1,10.0,11.0,0.586,0.82,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac008685,27,6.0,10.0,10.0,0.581,0.813,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa77f17427d6b9244524,674f97ff3dc8e5d2ac00868b,27,8.5,13.0,14.0,1.249,1.748,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa77f17427d6b9244524,674f98013dc8e5d2ac00873b,27,6.9,10.0,11.0,0.743,1.04,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76aa91f17427d6b924594a,674f98013dc8e5d2ac0087cf,28,1.6,4.0,4.0,0.128,0.179,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac008355,28,3.0,9.0,10.0,0.294,0.412,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac0083c9,28,5.7,13.0,13.0,0.52,0.727,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac0083e4,28,10.1,17.0,17.0,1.202,1.683,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac008478,28,7.4,12.0,12.0,0.862,1.206,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac008533,28,7.2,12.0,13.0,1.206,1.688,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac008684,28,7.0,12.0,12.0,0.687,0.961,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac008685,28,6.9,12.0,12.0,0.676,0.947,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa91f17427d6b924594a,674f97ff3dc8e5d2ac00868b,28,9.4,16.0,16.0,1.167,1.634,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aa91f17427d6b924594a,674f98013dc8e5d2ac00873b,28,7.4,12.0,12.0,0.86,1.204,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac008685,29,2.8,5.0,5.0,0.29,0.406,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac008355,29,5.2,12.0,13.0,0.526,0.737,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac0083e4,29,6.5,10.0,10.0,0.81,1.134,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac00843c,29,6.0,11.0,11.0,0.702,0.983,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac008478,29,3.7,6.0,6.0,0.467,0.654,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac008533,29,6.2,10.0,10.0,1.102,1.543,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac008684,29,2.9,5.0,6.0,0.296,0.414,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aab0f17427d6b9246d70,674f97ff3dc8e5d2ac00868b,29,6.5,10.0,10.0,0.855,1.197,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aab0f17427d6b9246d70,674f98013dc8e5d2ac00873b,29,3.7,6.0,6.0,0.467,0.654,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76aab0f17427d6b9246d70,674f98013dc8e5d2ac0087cf,29,3.5,6.0,6.0,0.261,0.366,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76aad7f17427d6b9248844,674f98013dc8e5d2ac0087cf,30,3.9,10.0,11.0,0.415,0.581,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008355,30,1.0,4.0,4.0,0.112,0.157,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac0083c9,30,3.7,10.0,10.0,0.408,0.572,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008478,30,9.6,19.0,18.0,1.148,1.607,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008533,30,8.2,17.0,19.0,1.436,2.01,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008601,30,11.3,17.0,19.0,0.971,1.36,6.0,16.8,4.87,19.0,0.78,light,unknown,no,tesla (including non-tesla),ccs (type 2),dc,0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008684,30,9.1,18.0,18.0,0.937,1.311,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac008685,30,9.0,17.0,17.0,0.933,1.306,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aad7f17427d6b9248844,674f97ff3dc8e5d2ac00868b,30,11.6,22.0,23.0,1.471,2.06,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76aad7f17427d6b9248844,674f98013dc8e5d2ac00873b,30,9.6,19.0,18.0,1.147,1.606,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76ab08f17427d6b924a318,674f98013dc8e5d2ac0087cf,31,3.9,6.0,6.0,0.371,0.52,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008355,31,4.0,8.0,9.0,0.417,0.584,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac0083c9,31,7.2,15.0,15.0,0.74,1.036,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008478,31,9.3,14.0,15.0,1.023,1.432,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008482,31,8.9,9.0,9.0,1.02,1.428,2.0,16.8,4.87,19.0,,light,unknown,unknown,chargefox,unknown,unknown,0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008533,31,10.7,17.0,17.0,1.467,2.054,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008682,31,11.7,17.0,17.0,1.185,1.659,6.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008684,31,8.4,14.0,13.0,0.851,1.192,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab08f17427d6b924a318,674f97ff3dc8e5d2ac008685,31,8.4,13.0,13.0,0.84,1.176,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab08f17427d6b924a318,674f98013dc8e5d2ac00873b,31,9.3,14.0,15.0,1.023,1.432,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76ab28f17427d6b924bdec,674f98013dc8e5d2ac0087cf,32,1.5,2.0,2.0,0.086,0.12,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008355,32,4.0,9.0,10.0,0.344,0.482,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac0083c9,32,6.8,14.0,13.0,0.593,0.83,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac00843c,32,9.9,16.0,16.0,1.071,1.5,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008478,32,7.0,11.0,11.0,0.775,1.085,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008533,32,8.3,13.0,13.0,1.199,1.678,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008682,32,9.4,13.0,13.0,0.936,1.311,6.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008684,32,6.1,10.0,10.0,0.583,0.816,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab28f17427d6b924bdec,674f97ff3dc8e5d2ac008685,32,6.0,10.0,9.0,0.573,0.802,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab28f17427d6b924bdec,674f98013dc8e5d2ac00873b,32,7.0,11.0,11.0,0.775,1.085,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76ab46f17427d6b924d212,674f98013dc8e5d2ac0087cf,33,4.5,9.0,10.0,0.282,0.394,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac008355,33,2.9,10.0,9.0,0.152,0.212,4.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac0083c9,33,3.1,9.0,9.0,0.168,0.235,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac0083e4,33,11.0,18.0,19.0,1.203,1.685,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac008478,33,8.2,13.0,14.0,0.874,1.223,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac008533,33,4.7,8.0,9.0,0.959,1.342,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac008684,33,7.4,13.0,14.0,0.653,0.915,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac008685,33,7.3,13.0,14.0,0.641,0.897,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab46f17427d6b924d212,674f97ff3dc8e5d2ac00868b,33,8.4,14.0,14.0,1.056,1.478,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab46f17427d6b924d212,674f98013dc8e5d2ac00873b,33,8.2,13.0,14.0,0.874,1.223,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac008685,34,1.7,4.0,4.0,0.184,0.257,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac0083e4,34,5.4,9.0,9.0,0.693,0.97,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac00843c,34,4.9,10.0,10.0,0.585,0.819,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac008478,34,3.6,6.0,6.0,0.463,0.649,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac008533,34,7.1,12.0,12.0,1.207,1.689,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac008684,34,1.8,4.0,4.0,0.192,0.269,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab64f17427d6b924e638,674f97ff3dc8e5d2ac00868b,34,6.3,11.0,11.0,0.832,1.165,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76ab64f17427d6b924e638,674f98013dc8e5d2ac00873b,34,3.6,6.0,6.0,0.463,0.648,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a76ab64f17427d6b924e638,674f98013dc8e5d2ac0087cf,34,3.9,7.0,7.0,0.285,0.398,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a76ab64f17427d6b924e638,674f98013dc8e5d2ac008883,34,5.2,9.0,9.0,0.624,0.874,2.0,16.8,4.87,19.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6a76abb8f17427d6b9251516,674f98013dc8e5d2ac0087cf,35,2.2,4.0,4.0,0.188,0.263,1.0,16.8,4.87,19.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),1
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac008355,35,1.9,7.0,9.0,0.244,0.376,4.0,16.8,4.87,19.0,,moderate,unknown,unknown,unknown,unknown,unknown,0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac0083c9,35,4.5,10.0,11.0,0.447,0.625,2.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac0083e4,35,9.5,15.0,15.0,1.109,1.552,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac008478,35,6.7,10.0,10.0,0.748,1.047,1.0,16.8,4.87,19.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac008533,35,6.5,10.0,11.0,1.102,1.543,1.0,16.8,4.87,19.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac008684,35,5.9,10.0,10.0,0.597,0.836,1.0,16.8,4.87,19.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac008685,35,5.8,10.0,10.0,0.59,0.825,1.0,16.8,4.87,19.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76abb8f17427d6b9251516,674f97ff3dc8e5d2ac00868b,35,8.8,14.0,14.0,1.119,1.566,4.0,16.8,4.87,19.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a76abb8f17427d6b9251516,674f98013dc8e5d2ac00873b,35,6.7,10.0,10.0,0.748,1.048,2.0,16.8,4.87,19.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac008478,37,2.6,8.0,8.0,0.155,0.217,1.0,12.0,5.75,263.0,,light,unknown,unknown,unknown,chademo,unknown,1
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac0083e4,37,4.9,9.0,10.0,0.516,0.723,1.0,12.0,5.75,263.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac00843c,37,8.2,16.0,16.0,0.817,1.144,1.0,12.0,5.75,263.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac008533,37,5.8,10.0,10.0,0.895,1.253,1.0,12.0,5.75,263.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac008684,37,5.6,12.0,13.0,0.448,0.627,1.0,12.0,5.75,263.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac008685,37,5.5,12.0,12.0,0.445,0.624,1.0,12.0,5.75,263.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a7bc2e4a9939a619a8108d4,674f97ff3dc8e5d2ac00868b,37,1.5,5.0,5.0,0.155,0.217,4.0,12.0,5.75,263.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a7bc2e4a9939a619a8108d4,674f98013dc8e5d2ac00873b,37,2.6,8.0,8.0,0.155,0.217,2.0,12.0,5.75,263.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a7bc2e4a9939a619a8108d4,674f98013dc8e5d2ac0087cf,37,8.3,15.0,15.0,0.695,0.972,1.0,12.0,5.75,263.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a7bc2e4a9939a619a8108d4,674f98013dc8e5d2ac008883,37,8.0,15.0,14.0,0.743,1.04,2.0,12.0,5.75,263.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6a85c0f01833f361cb657a66,674f98013dc8e5d2ac00873b,38,2.6,8.0,7.0,0.145,0.203,2.0,11.5,3.79,329.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,1
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac0083e4,38,4.9,9.0,9.0,0.511,0.715,1.0,11.5,3.79,329.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac00843c,38,8.1,18.0,14.0,0.76,1.064,1.0,11.5,3.79,329.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac008478,38,2.6,8.0,7.0,0.145,0.203,1.0,11.5,3.79,329.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac008533,38,5.8,10.0,9.0,0.843,1.18,1.0,11.5,3.79,329.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac008684,38,5.6,12.0,10.0,0.401,0.561,1.0,11.5,3.79,329.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac008685,38,5.5,12.0,10.0,0.4,0.56,1.0,11.5,3.79,329.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a85c0f01833f361cb657a66,674f97ff3dc8e5d2ac00868b,38,1.7,5.0,5.0,0.189,0.265,4.0,11.5,3.79,329.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a85c0f01833f361cb657a66,674f98013dc8e5d2ac0087cf,38,8.3,15.0,12.0,0.59,0.825,1.0,11.5,3.79,329.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a85c0f01833f361cb657a66,674f98013dc8e5d2ac008883,38,7.9,16.0,12.0,0.724,1.013,2.0,11.5,3.79,329.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac00868b,39,1.7,5.0,5.0,0.18,0.253,4.0,13.8,3.73,187.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac0083e4,39,5.4,9.0,10.0,0.467,0.654,1.0,13.8,3.73,187.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac00843c,39,8.3,16.0,16.0,0.651,0.911,1.0,13.8,3.73,187.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac008478,39,3.1,8.0,8.0,0.178,0.25,1.0,13.8,3.73,187.0,,light,unknown,unknown,unknown,chademo,unknown,0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac008533,39,6.4,10.0,10.0,0.859,1.202,1.0,13.8,3.73,187.0,,light,unknown,unknown,evie networks,chademo,unknown,0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac008684,39,6.2,13.0,13.0,0.392,0.548,1.0,13.8,3.73,187.0,0.3,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a8e62e8204c0d3d71a859d1,674f97ff3dc8e5d2ac008685,39,6.1,12.0,12.0,0.385,0.539,1.0,13.8,3.73,187.0,0.25,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),0
6a8e62e8204c0d3d71a859d1,674f98013dc8e5d2ac00873b,39,3.1,8.0,8.0,0.178,0.25,2.0,13.8,3.73,187.0,0.45,light,unknown,no,chargefox,ccs (type 2),dc,0
6a8e62e8204c0d3d71a859d1,674f98013dc8e5d2ac0087cf,39,8.9,15.0,15.0,0.614,0.86,1.0,13.8,3.73,187.0,,light,unknown,no,(unknown operator),type 2 (tethered connector),ac (three-phase),0
6a8e62e8204c0d3d71a859d1,674f98013dc8e5d2ac008883,39,8.3,15.0,15.0,0.647,0.906,2.0,13.8,3.73,187.0,,light,unknown,unknown,(unknown operator),type 2 (socket only),ac (single-phase),0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac00868b,40,1.6,5.0,5.0,0.159,0.222,4.0,13.6,3.61,184.0,,light,unknown,no,chargefox,type 2 (socket only),ac (three-phase),1
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac0083e4,40,5.3,9.0,10.0,0.451,0.632,1.0,13.6,3.61,184.0,,light,unknown,unknown,unknown,unknown,unknown,0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac00843c,40,8.2,16.0,16.0,0.653,0.914,1.0,13.6,3.61,184.0,,light,unknown,unknown,unknown,type 2 (socket only),unknown,0
6a8e6bbc204c0d3d71ab0a0a,674f97ff3dc8e5d2ac008478,40,3.0,8.0,8.0,0.139,0.194,1.0,13.6,3.61,184.0,,light,unknown,unknown,unknown,chademo,unknown,0
